Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Madagascar,MDG,,30.59756088,33.701931,31.80347061,,34.24164963,,,,,,,,,,,,,35.64788818,34.5284996,34.34946823,32.98020172,30.96380997,31.53129959,28.35873032,29.22484016,28.79595947,,30.07041931,33.16754913,36.54814911,35.69924164,35.88312149,39.7209816,45.3596611,58.44002914,57.29301834,61.55154037,67.52905273,73.72885132,69.71221161,69.7623291,67.80203247,66.25119781,66.23316193,66.5879364,65.41860199,,
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2986603,,,,172.0315399,183.5792847,183.6865845,182.0931854,142.5655212,132.2489014,,115.1300888,126.3189774,,,,,,100.3296738,103.4062424,97.80181122,
Middle East & North Africa,MEA,61.78916931,61.71915054,61.67332077,63.72348022,65.58101654,69.37970734,71.16988373,73.8239975,73.89581299,68.80928802,71.15895081,74.8291626,75.22897339,76.3453064,78.82824707,83.335289,81.72640991,81.09345245,80.881073,80.91181183,82.25993347,82.60237122,83.67050934,84.71322632,84.3216095,85.5925827,85.79351807,85.85019684,85.92701721,85.90220642,84.8007431,86.3786087,86.82156372,88.72947693,91.23758698,92.3187027,89.98841095,91.1053772,94.07730103,92.64788055,94.79186249,95.32068634,96.51722717,93.56065369,94.21196747,93.38217163,92.87307739,93.10704041,
Mexico,MEX,,,,,,71.12252045,73.06894684,78.27594757,,,,,,,,,,,,,,,,88.29508972,89.94194031,92.79599762,94.81855011,95.09629822,,94.66294861,94.79141998,95.02017212,96.04444885,95.91841888,97.17420197,97.55243683,97.71340179,97.80653381,96.41763306,94.36511993,93.91001892,94.02809906,99.59668732,103.493988,105.3961868,100.8657074,100.5627365,100.9067688,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3649597,,,110.7558136,108.9430923,,115.9615402,113.1274109,114.041748,115.8088226,108,,95.91837311,,,,,73.99463654,,
Middle income,MIC,,,,,79.22673798,79.96938324,80.64405823,81.40086365,82.13140106,82.76643372,83.64095306,84.44767761,84.958992,85.58512115,86.55471802,87.35176086,87.62679291,87.61519623,87.82914734,87.53256989,87.53781891,87.78354645,86.93588257,87.68518066,88.39320374,87.55909729,86.24578094,85.78791809,85.90699005,85.89308167,86.95269012,87.32367706,87.87158966,87.76287842,88.15698242,88.76795959,88.94039917,90.38018036,92.42745972,93.31851196,93.58831787,93.09259033,93.78668213,93.90434265,93.60375977,93.18653107,93.3091507,94.06500244,
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,92.18364716,95.87226105,96.0359726,,101.4256516,97.09120941,96.33055115,95.26489258,93.41412354,91.72312164,93.03456879,93.65943146,92.79353333,92.06572723,92.47335052,,,,90.39888,90.18054962,91.42025757,,,
Mali,MLI,,,,,,,,,,18.13335991,,15.43480968,,,14.82637978,14.05109024,,12.50125027,12.10307026,,,,,,,,,,,,37.89014053,43.77376175,43.49840927,46.89064026,48.83034897,50.27722168,55.80730057,58.87387085,60.5200882,61.26926041,64.1520462,64.53939819,59.0626297,,56.49240112,53.65858841,54.07379913,51.95550919,
Malta,MLT,,106.7069473,110.9030533,104.7676163,106.5887985,94.30341339,75.4931488,92.15686035,90.04312134,99.45787811,105.2943726,118.4822464,105.0947876,101.2566605,92.82576752,107.6868591,109.2579803,113.5587387,100.5720062,103.791153,101.4243088,98.17032623,102.3722,103.2236404,105.3360367,103.5932236,101.2563705,104.274971,101.7912521,104.2375793,106.1689377,105.8489914,106.1049576,103.7824173,100.3638992,96.36696625,99.14909363,95.97875977,100.196228,93.45336151,97.34020233,96.88488007,95.11855316,98.46154022,98.21694183,98.6967392,100.7928619,,
Myanmar,MMR,,43.46269989,41.41368866,51.02072144,47.06713867,,,,,,,,,,,,,,,,,,,,,,,,,74.19657898,80.55922699,78.44719696,79.16957092,81.36852264,83.6162262,,,85.21381378,87.62254333,86.12683868,84.79521179,,,,,,86.65744019,96.10514069,
Middle East & North Africa (excluding high income),MNA,61.74219131,61.70275879,61.69469833,63.93764877,65.99378967,70.06787109,71.86203003,74.74001312,74.77999115,69.22714996,71.66861725,75.46417999,75.80256653,76.95996094,79.60942841,84.47344208,82.63352203,81.84845734,81.56980133,81.49893951,82.94116211,83.25964355,84.43100739,85.47782898,84.95651245,86.36443329,86.33390045,86.21485901,86.15525055,85.9988327,84.74281311,86.51744843,86.78626251,88.76863098,91.40458679,92.48899841,89.55419922,90.41931152,93.42578888,91.70900726,94.11138153,94.67185211,95.56942749,91.93572998,91.68760681,91.06900787,90.42159271,90.65971375,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.82839203,98.54615784,,,93.31037903,91.852211,90.55040741,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,72.37802124,76.76248932,72.85790253,85.92637634,84.69139099,84.60514832,89.75926208,97.78766632,99.37307739,97.98847198,94.873909,,,,,,,,,,98.82652283,93.96228027,93.57949066,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,11.75382042,,,,,,,,,47.83226013,36.71873856,42.78287125,42.39601135,53.5521698,40.82781982,33.40288162,32.3163681,33.23477936,33.24034119,30.67281914,30.44595909,31.3434906,31.93956947,,,,17.26553917,20.02914047,23.61355019,27.3674202,,34.74998093,47.84685898,46.96744156,50.63684845,63.42802811,59.43730927,62.19234085,57.98271942,54.85988998,52.15814972,51.12324142,51.25030899,,49.19765091,
Mauritania,MRT,,,,,,,14.47033024,15.13370037,17.50028038,22.10441971,,34.31079102,,,,37.84563828,39.86196136,43.12902832,48.03282928,42.79988861,36.02307129,38.98368073,37.32820892,37.73171997,37.3699913,38.46871948,38.35932159,42.92036819,47.31172943,47.88724136,,47.4444313,44.14836884,,,43.03094101,44.03038025,54.80076981,,65.49829865,,,67.51177979,69.09059906,66.09790039,66.07627106,,65.1803894,
Mauritius,MUS,,,,,,,,,,,,,,87.79151154,79.33322144,93.27474976,124.1068192,101.0836334,102.8450699,66.91914368,113.7865601,113.5987015,107.596138,101.0062332,96.66893005,95.75672913,93.48111725,94.37602997,95.01493073,102.2724991,103.5582733,101.283371,98.30184937,99.03957367,94.53585815,97.01907349,93.64273071,95.99801636,96.88195801,94.42630005,99.0375824,97.84619141,94.02134705,95.07192993,95.81685638,98.53800964,99.77469635,98.40544128,
Malawi,MWI,,,,,26.32648087,28.43804932,31.70170975,37.1357193,36.79486847,39.10089874,39.31198883,42.21641159,44.42969894,40.17229843,37.7986412,38.57463837,37.04043961,36.82458115,30.01545906,31.12079048,33.74980927,37.16801071,40.28250122,43.56816101,45.76205063,59.58282089,68.43917847,,,66.72608185,65.02867889,64.39003754,68.73995972,,59.0515213,58.28174973,57.03551102,57.29706955,61.95746994,62.36447144,64.72434998,67.29602814,71.46678162,76.5308075,76.22525787,,,,
Malaysia,MYS,,,,,86.8420105,,,,,,95.94302368,92.44917297,92.5311203,96.16166687,95.12284851,93.55132294,,93.37114716,94.06112671,91.91259766,89.59047699,91.0189209,,94.13697815,,,,,97.0582428,95.63529205,100.5188217,,92.89437103,93.38986206,97.97830963,104.0143433,99.67848206,97.64803314,98.54096222,99.22580719,97.01313782,99.67388916,106.2717819,103.03302,103.3036804,102.9299927,99.62638092,98.0583725,
North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,67.04807281,,67.92521667,,,,90.94856262,90.16002655,85.76229095,90.38394928,87.20142365,88.48075104,80.76815033,81.69268036,78.47305298,,74.29213715,80.71476746,77.96585083,,83.03298187,84.00164032,,,,74.48329163,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,,7.280749798,8.744580269,8.813260078,8.497790337,8.974200249,9.786560059,10.84549046,13.41007996,11.99421978,16.77638054,18.23365021,22.05529022,23.8729496,25.89139938,24.99535942,27.60646057,29.45820045,,19.17266083,21.56175041,21.60629082,22.74739075,19.34765053,,17.00946045,13.97852993,22.18013,23.40856934,24.24621964,22.11734962,23.39797974,25.27593994,24.16186905,32.20652008,35.61032867,38.62546921,46.93284988,44.16703033,46.68495178,45.26044083,50.55450058,53.81895828,53.33636856,64.63838959,,77.64083862,77.92471313,
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.29821014,,,,87.80246735,90.97534943,101.6434402,90.03220367,75.29522705,78.94992828,78.44860077,,,,,,,,
Nicaragua,NIC,24.18820953,27.55151939,27.86097908,29.93708992,,,,31.86907959,31.68440056,27.88516045,30.36013985,,27.59556961,27.64130974,25.4908905,26.5666008,32.97164917,40.87414169,40.8454895,,,,,44.12847137,49.63845062,45.65475082,,,,63.5646286,61.40919876,62.02814102,70.63169861,71.25578308,72.86599731,77.06056976,76.95675659,77.10375214,76.07675934,,81.62554932,,,,,,,,
Netherlands,NLD,,96.45802307,94.54251099,93.8737793,92.78672791,92.8033905,93.05345917,92.44708252,90.77915955,90.56555939,91.12184143,95.32975769,97.34346771,97.0177002,94.87355804,90.52307892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,,94.50740051,,97.26486206,98.05999756,98.91757202,98.72068787,101.9433365,101.8406601,101.0866699,98.66269684,99.51717377,100.3655396,,99.78211975,99.51261139,98.13110352,97.39430237,96.08187866,95.02004242,94.79882813,99.8321991,101.2868118,100.4625397,,,,,97.65119171,98.17912292,97.16190338,101.2754822,102.8586502,103.2358398,102.5580673,100.5780716,96.65454865,97.61328888,99.18891144,101.4336014,99.43286133,97.2252121,99.12481689,101.1290588,97.64131927,98.0535965,101.132309,101.4281616,
Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,72.77133942,,,,,,,74.03186798,77.03585815,74.45320892,80.03878021,79.81430054,79.87953186,82.33841705,81.68309784,,79.99343872,,,,97.85012054,97.67189026,98.83669281,100.1939774,104.5499191,107.6184921,
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2857132,,,,,,95.72650146,,,,,88.07338715,,128.3018951,,119.8275909,,
New Zealand,NZL,103.4233932,103.9010315,105.6496964,104.7412872,102.5041122,100.9270477,100.1262512,100.5539703,101.4879837,104.1797409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,,,,,92.66098785,93.26899719,93.57298279,94.24063873,93.9824295,93.55552673,94.91934967,95.04457092,94.04576111,94.0927887,95.09683228,95.07476807,95.60485077,95.45735931,96.24977875,94.95291138,94.9460907,94.915802,96.13091278,95.95924377,95.77720642,95.9492569,96.21231079,96.21312714,96.39866638,96.70155334,96.79631805,97.5640564,97.00681305,97.17725372,97.48600769,97.13471222,96.49086761,97.13300323,97.00434113,96.47744751,96.74784088,96.9030838,97.83319092,97.68080902,97.14820862,96.96739197,96.65825653,96.64115906,
Oman,OMN,,,,,2.303610086,7.601150036,12.25576973,,28.54295921,35.11164093,,,,49.03269958,55.45330048,53.34867096,54.65373993,56.70838928,62.59880829,69.19319153,67.94085693,,77.9369278,,72.57698822,74.84269714,76.64801025,77.91879272,80.75598907,83.41459656,83.80924988,84.15467834,89.0300827,91.32395935,,,,,,98.27734375,,95.59043121,101.3472672,94.79599762,103.5106125,100.1926193,104.032692,110.2901917,
Other small states,OSS,,59.54499054,60.45727921,60.42097092,61.58740997,60.88747025,60.29602814,58.63618088,59.61096954,60.56074905,60.25028992,63.30643082,63.62897873,63.04618835,62.18893814,64.5357132,66.89472961,64.39951324,64.19953156,61.47529984,64.18544006,63.84914017,63.86006927,63.83549881,65.20304108,65.80809784,67.45157623,69.38574982,72.53922272,74.29116058,74.8655777,76.57411957,77.24659729,77.90891266,76.64334106,75.34889221,76.61728668,77.31394958,77.99137115,77.70986938,77.91664124,78.25390625,79.53405762,79.90278625,76.83644104,77.20844269,77.60794067,77.15577698,
Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.52490997,71.98783112,70.23013306,70.36009216,71.65466309,75.57646942,74.12841797,77.56004333,78.64424133,79.67637634,,77.62432098,,
Panama,PAN,64.14144135,68.66472626,72.0120163,77.63500214,80.89244843,85.11585999,95.71398163,93.76448822,90.16300201,89.37792969,83.8850174,82.82689667,79.75807953,81.47483063,78.82675171,79.64949036,80.11312866,80.63440704,79.16114807,80.45043182,,,,,,,,,,90.0737381,92.59352875,92.34707642,92.52599335,,93.32306671,93.23925781,90.59770203,94.43215942,97.84731293,98.2040863,94.08196259,98.76921082,100.8802872,100.2021408,98.00926971,,,,
Peru,PER,65.01799774,,,,,,,88.77629852,87.17401886,86.85710907,83.53766632,82.87441254,,,,,,,,,,,,89.28469086,,89.266922,,,99.47228241,104.0417099,102.8145523,98.18261719,97.6431427,102.4244385,102.6173782,102.4624481,103.2299118,105.2003937,103.839241,100.7372971,101.9605484,98.80071259,93.62277985,94.51413727,95.18701935,99.00132751,102.5126266,95.16394043,93.69571686
Philippines,PHL,,,,,,,,,,,,83.68373871,,87.36090851,88.09741974,86.30827332,84.00006866,84.65357971,85.01448822,86.6416626,,,,,,,,,81.5742569,83.73156738,,95.51837921,90.73522949,91.46141052,90.46289063,89.83841705,87.51177979,88.14823914,88.94004059,88.80180359,,,,,96.25871277,98.77572632,102.021431,,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5555573,96.94656372,,,,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,48.43133163,51.08137894,49.9159317,48.88708878,46.12641907,47.29711151,,52.92427826,52.03229904,53.85763931,51.2395401,53.24710083,,56.72277069,57.62572861,59.5811615,60.8143692,,,,,,,,,,,80.64933777,,84.73217773,,
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.89237213,93.63671112,93.96903992,94.5787735,96.23912048,95.99942017,98.34171295,99.27321625,,
Pre-demographic dividend,PRE,,,53.75022125,54.52764893,55.25907898,56.95985031,57.78899002,60.04066849,61.7301712,63.65530014,64.22689819,64.83824921,65.18466949,64.50937653,66.40325165,63.29296875,62.82144165,61.53604126,60.67721939,59.58911896,60.42298889,61.12276077,60.46292877,61.34967041,60.45547867,60.43204117,60.79415894,60.47032166,59.88050079,60.35824966,60.6926384,62.59902954,64.12976074,65.25183105,66.66059875,68.59287262,71.6781311,71.09571075,70.56076813,73.09223175,71.5014267,72.62574005,73.37814331,73.29203033,73.0394516,72.65422821,72.55860901,72.49360657,
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.45413208,,,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.82227325,,,,,,,,,
Portugal,PRT,,,53.78942871,57.90673065,63.12569046,71.24575806,64.47940826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,45.2300415,,46.72233963,48.59981918,49.49123001,49.20911026,50.2970314,52.07669067,52.68584824,,55.09197998,57.97542191,61.15393829,63.67713165,65.30003357,67.24462891,65.30838776,65.44992065,64.87300873,64.25125885,65.43527985,68.23555756,71.97216034,74.99597931,75.54743958,77.23919678,81.68595886,,91.09729004,87.75852203,91.54210663,91.20835114,93.43128967,95.90019226,94.29863739,94.39781952,93.51927948,93.73178864,93.33380127,92.43647003,91.7614212,89.14726257,88.62471008,,,,,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,87.81047058,87.5161972,86.32051086,,94.28401184,93.94402313,95.07463074,92.27880859,97.4101181,90.14572144,93.21056366,,86.0942688,88.53762054,90.27854919,97.06419373,90.53455353,92.6696701,94.28890228,99.17237854,96.37718964,93.42949677,95.31965637,
Pacific island small states,PSS,,,,,,,,,,95.62309265,95.17768097,95.93074799,93.19425964,91.77893829,88.85926819,87.62001038,89.21412659,89.88181305,91.24954987,92.85572052,93.8554306,95.49318695,95.78951263,95.12973022,94.80528259,94.39279938,95.03909302,97.10630798,96.06768036,94.71647644,92.73124695,95.03634644,96.3418808,97.97689056,98.92466736,100.0746078,99.37490082,99.64620972,96.61248016,96.32727051,95.64758301,95.19325256,95.33811951,96.71914673,97.24643707,97.87545013,96.41590881,95.22353363,
Post-demographic dividend,PST,94.5493927,94.52732086,93.99465179,94.34036255,,,95.39967346,96.00904083,96.01748657,95.16149139,96.44811249,96.33924866,95.0219574,94.8818512,95.89308929,96.03926849,96.02513123,95.70877838,95.46903229,95.33238983,95.84056854,95.78408051,95.87650299,96.35273743,96.10658264,96.20020294,96.11672974,96.08265686,96.51779938,96.8217392,96.78652191,97.84295654,97.29650879,97.30809021,97.61405945,97.03813934,96.11551666,96.94718933,96.78945923,96.61557007,97.16092682,97.17362213,97.2246933,96.84449768,96.28034973,96.75787354,96.40312195,96.42674255,
French Polynesia,PYF,,,,,,,,,,,,,,91.10370636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,71.8242569,66.85484314,63.17689896,59.82265091,63.63636017,76.1936264,75.67568207,89.54599762,85.47718048,83.51584625,79.23117828,90.40881348,,86.35964966,82.18639374,75.38517761,64.53877258,70.59005737,70.88532257,71.23209381,74.12625122,63.19797134,63.07691956,62.97640991,55.20000076,47.65473938,,87.17727661,92.87229919,,,,105.3053284,,92.75650024,85.86313629,104.0014038,108.9720917,102.9545517,,99.15670776,,94.40543365,87.51609039,90.41430664,94.1950531,96.59986877,
Romania,ROU,,,,,,,,,,,,,,,,,,,,,90.21138,,,77.6608963,,,,,,94.2612381,95.31918335,94.33342743,90.68392944,95.02249146,99.55979156,103.2418976,98.9307785,,92.25869751,93.20700836,94.76847076,97.94245911,95.40959167,,,93.90100098,91.77967072,,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,93.76608276,92.07566833,,,,,,,,,,,,,,,,,,,99.93438721,100.6009903,97.32646179,,
Rwanda,RWA,,26.49723053,28.90992928,31.14278984,32.79917145,33.72705078,,34.8620491,,,40.46669006,51.88438034,51.25883102,48.55107117,49.67533112,50.08345032,46.12467957,44.50788879,45.11434937,45.29814911,44.30268097,44.0111084,47.87805939,,,,,,,30.58204079,24.91291046,25.83651924,31.24753952,41.67034149,42.18899155,,,,50.5430603,65.99330139,66.31336212,,65.29898071,62.07350922,56.3147583,56.35285187,60.98355865,66.32829285,
South Asia,SAS,53.51567078,53.68273163,54.44459152,54.99145126,55.53218842,56.91561127,57.83800125,57.81948853,59.3155098,60.61365891,61.96197128,63.36212158,64.71172333,66.08644867,67.50675201,68.95149994,70.3616333,71.76061249,72.9519577,73.78279877,74.47525024,75.17262268,75.8743515,76.45368958,77.06006622,77.64927673,76.9200592,76.20379639,75.4958725,74.84017181,76.99707794,76.72422028,79.43228149,80.16977692,82.07283783,83.98377228,85.24549866,86.55563354,87.95868683,89.17848969,88.93937683,88.59561157,90.21179199,91.48870087,93.44477081,94.11933136,93.86296082,94.53514862,
Saudi Arabia,SAU,,,,,,,,,,47.96389008,,,,,,,,,,,,,,,,,,,,,,,,,,86.4504776,,94.76828003,99.38578796,,,102.03022,106.3467636,111.9778671,124.0941162,118.2593536,120.615097,,
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.50959015,,61.76488113,60.96392822,61.55443954,62.39665985,62.07487106,63.19227982,
Senegal,SEN,,34.31174088,34.12065887,,,,,,38.25437927,40.28311157,37.54750824,39.91579056,40.68896866,41.85350037,42.47840881,43.61132813,46.47554016,,52.72449112,53.8716507,52.05155945,,47.72584915,,46.20388031,,47.10007095,47.03380966,49.18862915,,44.52835083,49.14978027,50.8420105,50.22930908,50.40557098,55.24885941,50.53018951,51.59698105,57.52703857,56.99758911,55.6338501,58.57360077,56.90063095,56.81998825,56.53945923,54.84392929,54.34292984,54.7173996,
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3677979,,
Solomon Islands,SLB,,,,,,57.92961121,,,,,81.54180145,71.73838806,64.57483673,60.80844116,,,59.52843857,,,,,,,,,,,,,,,,,,,,,,,,,84.70944214,84.3184433,85.82753754,86.40525055,88.13854218,86.71282959,84.99616241,
Sierra Leone,SLE,,,,,,,,,30.64287949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2753067,,,,68.86125946,64.56858063,63.15771103,,58.80653,67.56871796,69.35722351,
El Salvador,SLV,,43.36114883,46.47182846,52.19091034,53.11460114,,51.91038895,53.11227036,,,,46.13845062,49.30339813,50.22309875,47.73904037,,,60.69747162,64.12905884,61.9259491,,65.57615662,66.87229156,69.91091919,,71.931633,78.34942627,,81.83525085,,93.44342041,90.45287323,88.86672211,88.13973999,,88.91307831,89.05947113,92.27510834,94.00428009,96.72873688,100.562912,103.8091202,103.7977066,102.1051788,100.2011871,97.69333649,94.03656006,90.74655151,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.39547729,95.93022919,91.76470947,97.79006195,,,,,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3587799,103.9865417,96.92984772,96.30175018,104.0157471,97.79167938,98.54447937,101.5594788,100.9500198,99.34037781,98.97588348,
Sub-Saharan Africa (excluding high income),SSA,,,53.81444168,54.30297089,54.85375977,55.95434952,56.70568085,58.00661087,59.44412994,60.9017601,61.25428009,62.21113968,63.12076187,63.13093948,64.80651855,62.1019516,61.70568848,60.89646912,60.09059143,58.88246155,59.39202118,59.71197128,59.16389847,59.7073288,58.68503952,58.57825089,58.89268112,58.7061615,58.39699936,58.69332123,59.30661011,61.13549042,62.54375076,63.61991882,65.00704956,67.14710236,69.77662659,69.32624817,68.948349,71.22094727,70.60041809,70.99920654,70.88292694,71.24227905,70.99002838,70.88092041,70.65466309,70.61132813,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.22294998,,,,,,,
Sub-Saharan Africa,SSF,,,53.8232193,54.31100845,54.86101151,55.96097183,56.71350861,58.01258087,59.45063019,60.90795898,61.26034164,62.21585846,63.12585068,63.13734055,64.81099701,62.10620117,61.71305847,60.90174103,60.09423065,58.88653183,59.39665985,59.71697998,59.16902161,59.71181107,58.68967056,58.58282852,58.89725113,58.71086884,58.40063095,58.69718933,59.3102684,61.13959885,62.54758072,63.62363052,65.01022339,67.15084839,69.77992249,69.32932281,68.95130157,71.22322083,70.6029892,71.0014801,70.88513184,71.24456024,70.99282837,70.88336182,70.65743256,70.61412811,
Small states,SST,,,,,,71.66413879,71.28214264,70.70497894,71.21681213,72.09391022,71.07037354,73.05687714,73.29485321,72.55088043,71.65492249,72.3743515,74.03440094,72.61807251,72.54763031,71.05857086,73.03005219,72.55548096,72.51039124,72.24044037,72.74791718,72.67542267,73.63648987,75.25421906,77.74919128,79.22698212,79.17195129,79.60488129,80.46128845,80.99282074,80.53616333,79.65882111,80.78166962,81.22693634,81.66636658,81.63539886,81.55357361,81.81973267,82.8374176,83.12014771,80.84320831,81.1574173,81.32453918,80.98596191,
Sao Tome and Principe,STP,,,,,,,,49.48542023,,,,,,,113.6986313,,,,70.54084778,,,,,,,,,,,44.58100891,,,50.52526093,53.98366165,68.78553009,72.46604156,,69.97026825,72.28916168,79.42829895,77.87368774,105.4872665,,93.6144104,83.61694336,,77.27272797,84.0311203,
Suriname,SUR,,,,,,,72.64691162,78.77998352,73.58757019,77.27932739,,,,,,83.53325653,,80.23310852,78.71396637,82.20014954,,,,,,,,,,,,,,,,66.60202026,73.34742737,65.51461029,74.64360046,78.41986084,81.78720093,80.89717102,81.76773834,80.38121033,83.4883728,86.05693817,83.60752106,84.01647186,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,95.89566803,95.97725677,98.05612946,98.11473846,96.95348358,95.17355347,97.88890839,98.02359772,96.94966888,100.0556107,97.5426178,98.84200287,96.67604065,92.74210358,93.9790802,94.86759949,97.2661972,98.66239166,98.53106689,96.47075653,92.81006622,94.91295624,96.00508881,96.34458923,92.77443695,,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.58226776,98.63517761,99.21911621,97.70200348,95.66928864,97.2796402,102.2207565,113.6844177,,,,97.43669891,95.86992645,97.64533234,96.21478271,101.5830307,98.66696167,99.50969696,97.5149231,96.23599243,,
Sweden,SWE,,93.14578247,93.05188751,89.37982178,90.22875977,91.76917267,96.27102661,102.9307327,104.0345078,104.9498596,103.3559113,96.23204803,92.18596649,92.7750473,98.19547272,,,100.6768494,98.34558868,96.29293823,96.95806122,96.14143372,100.2100525,105.0832901,103.3523865,,,,,100.345253,98.92327881,102.4967499,102.7094116,106.404129,105.0403976,100.4291687,95.63247681,94.84841156,94.62918854,92.78787994,96.98616028,102.097229,102.4096069,102.6690216,101.1489334,103.5180511,105.4847794,,
Eswatini,SWZ,44.21089935,42.64125061,44.01609039,51.25080872,55.37979889,56.2009697,56.23719025,56.51742935,54.16780853,53.63253021,52.40993881,57.67998123,57.75305176,59.97916031,59.16387939,59.5156517,61.23508072,61.42599869,62.29066086,58.72941971,59.37722015,57.65578842,56.54459,58.59878159,59.66691971,60.73770142,58.78469849,58.93944168,61.74860001,57.9835701,60.00505829,58.182621,60.13634109,57.26544952,60.72597122,63.49531937,64.99806213,76.09246063,,71.65441895,74.55528259,74.97518158,74.59603119,76.71431732,74.30348969,79.71272278,85.82855988,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,82.1576767,91.7678833,99.21363068,,91.69718933,89.94011688,97.96163177,89.97612762,94.91123962,,95.68260956,90.01174927,94.2011795,103.5629501,94.15971375,91.20481873,114.1119232,99.27272797,86.97730255,89.23976898,,99.07084656,101.0600662,97.85459137,99.75845337,,,103.2806778,94.16767883,97.6913681,97.08737946,105.3217773,105.2896729,106.5300903,103.2594528,115.0133972,,111.8784485,111.7066269,106.2228699,112.3695984,110.3076935,111.323761,116.0330582,128.9830475,122.9591827,129.4892883,119.8728104,
Syrian Arab Republic,SYR,,74.69702911,79.12840271,78.29595947,82.12345123,87.70294189,91.8916626,95.00536346,96.59739685,92.2913208,89.0411377,89.01714325,93.13146973,94.03553772,93.19805145,94.38665009,94.66204834,94.4329834,93.71629333,94.37728119,94.99793243,96.34645844,100.7015533,92.71443939,94.72373199,93.23065948,94.55465698,95.08540344,94.64504242,95.21510315,94.43108368,95.85133362,98.46089172,106.9669724,108.5529404,109.4502411,108.6714478,106.0210724,104.1741867,103.4775696,104.6264267,108.001709,110.1315308,66.16784668,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,,,,,,,18.69282913,17.65533066,,,,,,,,,,,19.20919037,21.00171089,26.61260033,29.09103012,,,27.87553024,22.03092957,22.63269043,23.25012016,,28.79376984,31.55289078,34.30897903,37.68426895,43.53549957,44.30157852,39.82450867,38.76446152,,,39.44836044,38.59526062,41.89522171,42.56174088,46.26274872,,45.40993118,49.78564835,,
