Country Name	Country Code	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
"Congo, Dem. Rep."	COD		21.06888008	23.05335045				34.502491	38.14414978	41.64810944		43.12842941	46.38871002	48.26493835	51.93891907	55.73688126				36.61116028			38.95700073	36.19987106	45.25205994	37.15901947					32.26506042			34.31610107					44.81166077	49.7213707	51.82725143	54.77845001	54.97940063	60.64633179	62.72307968		70.37635803			
"Congo, Rep."	COG			48.71871185	57.39179993	46.44836044	56.17198944	60.44524002	63.33218002	65.04003143	71.51854706	73.61006165	74.32164001	73.10166168	70.04759216	71.34124756	70.19523621	72.33733368	73.84420013	73.25016785	67.21549988	58.35935974	49.73888016	61.94179916	62.05854034	52.37574005		49.27659988			31.76847076		56.25048065	58.48276138	54.1554718	76.77897644	67.49880981	72.1037674	71.43460846	66.54694366	65.07212067	65.24423218	72.95628357	74.46460724						
Colombia	COL	36.09466934	53.92644119	55.02698135	58.45492935	59.3466301								72.68187714	76.2600174	76.1684494	70.56369781	68.70983124	72.55092621	71.71733093	71.12567902	83.00055695	73.78233337	84.92990112	82.97820282	81.51693726	85.89170837	87.41150665		94.53357697	96.89246368	97.49033356		96.5146637		105.7628784	110.5358429	117.8709717	121.0295105	121.0290298	126.2627716	123.9303589	119.7846909	112.5463562	101.2970581	99.87075043	99.7506485	100.7115936	104.8777008	
Comoros	COM																	55.39503098	48.5958786					42.11634064							47.26137161			54.58172989	53.79291916	60.44427109			61.55028915	64.27851105					76.65895844	80.48532104			77.23446655	
Cabo Verde	CPV					12.44371033	13.70639038		15.21498966	13.53485012	14.9335804	14.94412994	25.07095909	23.82217979	19.49131966	29.81413078	30.4096508	35.57472992	39.96429062	45.88204956		58.78108978				73.51558685				102.3267822		106.8093414	99.61624908	100.4475708	102.8169022	99.11604309	87.62552643	99.9509201	93.57450104	99.13115692	91.66243744	92.8815918	89.88588715	89.33193207	84.19007111	85.30407715	89.43016052	84.77514648	81.70776367	
Costa Rica	CRI	77.57498932	78.68373871	88.48335266	91.42205048	89.61235046	89.41889191	83.97225952	91.47518158	88.20133972	84.32704926	84.66959381	88.4176712	89.18018341			79.28997803	78.97843933	76.14669037	76.97265625	76.6603775		81.11776733	83.1203537	84.61126709	83.78414917	82.95368958	86.22210693			88.42012787	93.39454651	96.08188629	96.8137207		96.84384155	95.69374084	92.74159241	94.69051361	96.79768372	98.48847198	99.93457031	105.879509	103.6979218	99.3154068	98.45295715	99.77004242	97.26296997		
Caribbean small states	CSS						92.30122375	91.93811798	94.28682709	94.07189178	95.15174866	92.53787231	94.37851715	95.5758667	94.47019958	93.90335846	91.17434692	92.02578735	93.99299622	95.56964874	97.64131927	97.98239136	97.0332489	95.74401855	93.90374756	91.97054291	90.03894806	90.25679779	90.85202789	92.51251221	94.05864716	93.17743683	87.71022797	89.48708344	88.74687958	90.64055634	91.61212158	92.0311203	91.75763702	92.32396698	93.52040863	92.14304352	93.3735733	93.70493317	93.43402863					
Cuba	CUB		70.47125244	62.89596939																											95.58648682	96.26635742	96.00045776	101.0986023	96.65847015	93.55095673	93.80168152	92.32196045	92.58641052	88.65583801	96.55941772	97.60385895	98.82749176	97.4018631	97.14192963	102.2081528	100.260437	95.60006714	92.50572968	
Curacao	CUW																																																	
Cayman Islands	CYM																																																	
Cyprus	CYP		88.79649353	87.13011169	84.92204285	86.90808105	78.92637634	77.35913086	71.37241364	76.75544739	83.12119293	73.44851685	90.23641968	78.99703979	78.44165802	76.26992035	58.44519043	61.01411819	68.77114105	77.60134888	76.51376343	78.72302246	83.92304993	81.66693878	100.5585403	104.5259476	99.81298065	96.12532043	99.21381378		99.82804871	97.27323151	98.57837677	100.9027634	103.1925201	86.99913025	99.85102081	101.4114075	99.95973206	99.67637634	103.3221207	100.8589172	101.5515671	99.69033051	97.85682678	100.0972137	97.79705048			
Czech Republic	CZE																								97.74565125	104.177681		107.5771637			99.6778717	99.95223236	99.71038818	104.4492188	98.32753754	100.0102081	98.61650848	93.193573	95.01145172	98.37384033	103.8136063	106.6074677	103.1926117	100.4446106	100.2065964	98.26003265	96.08106995	97.50153351		
Germany	DEU																								100.2455215	96.38973999	96.03263092	96.59751129	98.5267868		100.9179001	103.9251328	105.4656067	101.4631729	100.5112	98.97090149	96.77938843	98.59583282	103.7774582	102.020607	102.3160629	102.0077896	101.3822632	99.5128479	99.43869019	98.56691742	100.265831	99.24906158		
Djibouti	DJI			11.71568966	12.63062	12.27997017	14.09370041	12.04354																							19.10745049	21.77889061	21.37561989				29.0926609	34.21165085		38.92644882			46.27217865		42.62997055	50.52460098	55.97954178	57.36569977	54.58047104	57.28369141
Dominica	DMA																			112.3995438											138.0032196	124.7172928	120.3076935	106.6666718	98.69941711	103.966011	106.2937088	94.61756134	96.63249969	92.12120819	84.48275757	81.2397995	99.48629761	102.9090881	102.5048218	109.7959213	116.5591431	119.4260483		
Denmark	DNK		96.97918701	93.91042328	95.60545349	94.32273102							93.37783051	91.31809235	92.58416748	97.35581207	100.5072937	96.8568573	98.47609711	102.9640503	97.10752869	95.66960144	98.01112366	97.28868103	99.57840729	97.3524704				101.8011017	101.3592377	99.89109039	101.52771	105.9974976		100.9367065	100.4109268	102.2735214	101.9951401	101.3642578	98.21627808	99.36483002	99.68856812	98.99672699	100.0060272	99.23309326	98.31137848	102.6611099		
Dominican Republic	DOM		36.3398819																												77.10549164	82.91963959		96.39408875		90.93814087		89.36894989	95.12451172		93.69296265	92.02973938	94.05438232	94.61763763	94.85571289	94.73499298	97.85758209	96.55679321	94.3535614	
Algeria	DZA			29.63101006	31.72050095	33.09640121	38.57183075	44.13896942	47.444561	49.91722107	50.63687897	51.63813019	54.23340988	57.94620132	60.33237076	63.61825943	74.43634796	62.60964966	65.35247803	66.71366882	69.65659332	69.12355042	70.14466858	73.36824799	73.31806946	73.2204895	75.58901215	79.40557861	81.12050629		81.02558899	79.47821045	85.62084198	87.61408997	89.10668945	91.51132202	92.79708862	82.73400116	95.22839355	107.0036621	92.65097809	95.25701904	97.20806885	101.1585922	105.7006912	108.7527771	105.3335266	105.3718567	105.6952362	
East Asia & Pacific (excluding high income)	EAP																										91.2720108	88.08828735	87.07743073	88.28896332	89.48269653	91.05470276	92.760849	92.00161743	91.67450714	91.29843903	90.86840057	90.34339142	93.6758728	99.15570068	100.9766617	102.0185471	100.58078	100.7893524	99.25892639	94.9760437	92.51331329	95.06793976	97.11322784	
Early-demographic dividend	EAR	41.37952042	41.45621109	41.77305984	42.55226135	42.84331894	43.7136116	44.71374893	45.94269943	46.80273819	47.78916168	49.54866028	51.15198135	52.93753815	54.74480057	56.97766876	59.15428162	60.55873108	61.49243164	62.72988892	63.28868866	63.89244843	64.54717255	65.64903259	66.70256042	67.71920776	68.65332794	68.65551758	68.56655121	68.9538269	69.14678192	70.95925903	72.66255951	74.63091278	78.41723633	80.67449188	82.90921021	83.92214203	85.88237762	87.73552704	89.19307709	89.88565826	89.65409088	92.61855316	93.77744293	94.52934265	94.72232056	94.06767273	94.44326782	
East Asia & Pacific	EAS																										92.02496338	88.93226624	87.86148834	89.01473236	90.12400055	91.55265045	93.16309357	92.32624817	92.16059113	91.8757782	91.47457886	91.03093719	94.32266998	99.33892822	101.0332336	101.9577332	100.7578506	101.0485001	99.53231049	95.43431091	93.15440369	95.40840912	97.31279755	
Europe & Central Asia (excluding high income)	ECA																							95.50084686	94.68280792	94.52893829	93.60086823	93.04537964	93.17932129	93.19020081	92.9920578	92.87786865	94.97608948	96.06240845	95.32415009	96.3986969	97.63600159	95.87558746	94.58441925	95.35404205	96.71076202	97.2853775	98.5585022	97.71848297	98.16423035	97.96724701	98.8997879	97.40101624	97.63491058	
Europe & Central Asia	ECS																							96.65783691	96.49169159	96.0506134	95.24217987	95.22097778	95.32183838	95.40598297	95.32183838	95.31539917	96.98246765	97.27490997	96.849617	97.20861053	97.15843201	96.12599182	96.01260376	96.53627014	97.21076965	97.59046173	98.1791687	97.54512024	97.69828796	97.44473267	98.2827301	97.38609314	97.51526642	
Ecuador	ECU		53.47032166	53.89279938	57.69836044	59.90147018	64.03800964	68.54563141	70.58287048	70.04688263	73.00952911	76.05296326							91.89922333	95.4280014						96.1763382	94.0161438	93.2663269	96.04459381		97.49015808	97.26371002	98.16056061	97.54785919	97.20465851	96.9548111	101.4111328	100.7603683	101.2353821		99.98381042	107.055748	111.8049088	112.7689972	113.085762	116.3846817	109.3132706	105.1820908		
"Egypt, Arab Rep."	EGY		40.94535065	38.77994156	41.39825058	43.67853165	45.33723068	46.60377884	46.57062912	36.4856987	23.39937019	36.23226166	43.43716049					61.58390045											80.53462982		85.77159119	84.59291077	83.80892944	85.14219666	84.82830811	87.2578125	86.75021362	85.59207153	90.0341568		95.90022278	99.50827026			100.9294891			94.68839264	95.39176178	
Euro area	EMU	95.6859436	95.69056702	95.92030334	96.07048035	96.53958893	98.22910309	97.90313721	97.96672821	97.69773102	97.39730072	97.80149841	97.60102844	97.67855835	97.21592712	97.71814728	97.95467377	97.98193359	96.85266876	97.98786163	97.83422089	98.46987152	98.5431366	99.08139038	99.24112701	98.46536255	97.44921112	97.58442688	97.39174652	97.75247192	98.03713226	98.1576004	99.18196869	97.81656647	97.65509796	97.07454681	95.69062805	95.69654846	97.42037964	97.75678253	97.59272766	97.68990326	97.46366882	96.68431091	96.27133942	95.99960327	96.65161896	95.77964783	95.78198242	
Eritrea	ERI																									16.32829094	20.09428978	25.42641068	28.10213089		29.44166946	32.24105072	33.71261978	31.25336075	34.21458054	37.94395828	49.23487091	47.51488876	47.42023849	48.26911926	50.84651947	43.30591965	41.0765686	37.85705948	36.56906891		39.53937912		42.57349014	
Spain	ESP												100.2745285	99.32369995	99.57286835	102.3014297	103.4121704	103.3955536	101.9620438	104.1781769	99.93843842	99.186203			100.7714386	101.5475998										102.4048615		96.38510895	98.14437103	100.1442719	102.4686127	102.655983	102.3787613	101.8922501	99.69867706	97.78098297	99.33084869	97.59046936		
Estonia	EST																										80.53781128	90.86212158		89.67784882	94.34052277	96.56324768	102.7338791	104.3881836	105.1353683	101.8666992	101.6423569	92.99053192	93.8758316	95.71086121	98.73538971	99.2614212	101.3024597	102.4172974	103.5221176	99.56948853	98.94561005	98.19062805		
Ethiopia	ETH													11.94904995					19.12508011	18.32813072	17.74649048					12.04327011	11.26202011	11.68556023			13.99658966	15.74168015	19.5495491	22.32665062	25.29570961	28.96355057	35.98334122	41.97447968	42.47253036	46.09320068	50.10116959	55.65488052	50.30366898	50.55873108		53.14897919	53.15460968			
European Union	EUU		95.79416656	95.84052277	95.96543121							97.77895355	97.16803741	96.99397278	96.75588226	97.39826202	98.21682739	97.8548584	97.16166687	97.80049133	97.49143982	97.48916626	97.00338745	97.4108429	97.78294373	97.34751892	96.87551117	97.54415131	97.91262054	97.98828125	97.98899841	98.09129333	99.05480194	98.11994934	98.19828033	98.02455902	96.87928772	96.51924133	97.42664337	97.41291046	97.50817108	97.9132309	97.91906738	97.21412659	97.05313873	96.78032684	97.46867371	97.08181763	97.10357666	
Fragile and conflict affected situations	FCS	29.58918953	29.52182961	29.94932938	31.64402962	32.23096085	33.69786072	34.74290848	36.51826859	37.87960052	38.77896118	39.74647141	41.04413986	41.85488892	42.4453392	43.97220993	44.15063095	44.73899841	43.76609039	43.70401001	43.81460953	44.30109024	44.98677826	45.04179001	46.14659882	45.35602188	45.56087112	45.87030029	45.71554947	46.02470016	46.4128685	47.77075958	49.33757019	50.0941391	52.41358185	53.9726181	55.46865082	56.46672821	57.50812912	59.22708893	59.75035858	61.16753006	61.8526001	62.85604095	61.80120087	62.60467148	63.55722046	64.03733063	64.93450928	
Finland	FIN																		104.5120621	105.3964462	105.3898087	101.7636795	96.82170868	97.21460724	96.21517944	96.99781036	99.96005249	102.3123474		98.29495239	95.62393188	96.41261292	102.4907684	100.7942734	101.6498108	100.4352722	99.51761627	96.74919891	98.32779694	98.01123047	97.57157898	99.13854218	98.16593933	100.2782898	98.62531281	98.85933685	98.68971252	101.1057281		
Fiji	FJI											97.85575104	98.69341278		96.16943359	92.66821289	94.54727173	95.41938019						105.9854279		103.4882431	104.5605469	103.1229019	102.6089935	106.0121231	99.88461304	93.90664673	98.92360687	104.4282227		109.8490524		111.7032318		106.0752487	105.5628815		103.4651489	105.0164566	103.196228		106.6938171	103.0694733		
France	FRA		95.47898102	95.02507019																																														
Faroe Islands	FRO																																																	
"Micronesia, Fed. Sts."	FSM																																																	
Gabon	GAB			53.55307007	51.92340851		77.77424622	77.69828033	72.74716187	71.22120667	76.9282074	74.72176361	76.53237915	79.31613922	81.0713501	70.79586029			66.71420288	66.09886169	66.45088196			62.91981125			66.02301788	68.26289368	69.38938904					75.46743774	73.40788269															
United Kingdom	GBR																																															100.975708		
Georgia	GEO																															96.36663055	99.6943512	96.5925827	84.907547	92.42777252	81.64131165			93.88420868	98.82827759	103.9854507		101.3194885	105.3138504	105.8292007	106.0596924	118.8098602	117.5917511	
Ghana	GHA		58.67552948	53.38703156		48.12992096	48.54383087	50.06047821	51.90782166	52.48437119	52.8647995	54.77099991	57.08536911										57.51034164	59.61503983							64.13401031	67.20580292	64.34485626	65.97167969	71.4310379	63.86220932	71.9361496	69.12696838	73.50865936	78.98618317	78.55486298		86.20729065	105.3536911	95.05361938	94.09996033	99.8514328		95.08136749	94.73345184
Gibraltar	GIB																																																	
Guinea	GIN															11.75809002	10.17187977	9.610289574	8.627860069	6.646100044	6.639140129	8.980790138	9.201899529	9.04226017	9.831970215	10.4951601	9.578769684			13.55212975	16.06661034	19.19471931	21.68857956	25.71595955	28.4708004	37.23656082	43.29425049	48.82514954	50.14123154	43.84994888	49.2048912	48.08985138		55.4499588	56.03387833	57.40769958		52.430439		
"Gambia, The"	GMB		14.75771046	15.42636967	14.86400032	15.2096796	18.22085953	16.37358093	13.11314964	19.00469971	17.43791008	18.26431084	18.11681938	18.83976936	20.29426956	24.89685059	28.00551987	32.02212906	35.63602066		31.53878975			31.48307037	31.43209076	29.47393036	33.50547028	41.48332977	37.97922134		62.66638947	64.10186768	67.16101837	65.62802124	71.34306335	71.31207275	70.19979858	68.90087891	77.31497192	85.26106262		73.95371246	69.43634033	69.42516327	70.82766724	70.84745789	71.32833099	72.6896286		
Guinea-Bissau	GNB										6.888689995	3.879849911	7.367710114	7.913909912	7.146669865	8.13451004			6.080090046	4.187829971												19.66814041										56.76338959								
Equatorial Guinea	GNQ																									33.92998886						39.09830093			30.16027069		42.79600906			39.62422943	42.11254883	44.56055069	42.9381485	44.47930145			41.57030869			
Greece	GRC		97.81137848	95.99894714	93.88526917	93.6238327	95.28482056	97.23232269	99.56092072	101.9377823	102.4583206	99.42601776	97.50972748	95.79667664	96.93271637	98.52993774	100.4056473	104.6185608	95.97068024	96.85855103	94.98219299			96.6725769												94.95271301	93.41603851	94.7694397	93.07437134			91.41118622	89.91178131	93.36730194	91.2276535	92.70796204	93.66629028	93.15960693		
Grenada	GRD									89.62187958	91.80742645				95.10549164	86.86192322															90.60452271			87.92569733	99.75747681		101.5044174		98.04286957	106.0229416	113.1372528	103.3165817							99.54075623	
Greenland	GRL																																																	
Guatemala	GTM							27.22744942	27.2844696	28.11219025																		41.18886185			45.9337616	50.73994064	53.40098953	57.37607956		63.16891098	67.0789566	70.77262115	72.16557312	75.27794647	79.38231659	81.79412079	84.73683167	84.2543869	84.48419189	83.84558868	82.0851593	79.18834686	79.53533173	
Guam	GUM																																																	
Guyana	GUY		96.11566162	96.30774689	91.51663208	91.03385925		88.4352417	92.95761108	88.17041779	84.43491364	78.37886047		84.9271698					90.02911377					92.6730423	92.32595062		75.86518097	82.52217102	84.25495911		98.46057892	104.1008301	81.63365173		71.87075043		92.89070129	92.65145874	94.97868347	95.45156097	99.5506134	94.10614014	98.71855164	97.34725952						
High income	HIC	93.75978851	93.91928101	93.63150787	93.93533325	94.17909241	94.84631348	95.00878143	95.5526886	95.12731171	94.19772339	95.70458984	95.74632263	94.77893829	94.71305084	95.53005219	95.516922	95.69898224	95.52454376	95.36975098	94.86026764	95.49653625	95.41718292	96.1690979	96.69293213	96.36419678	95.89338684	95.93538666	95.79489899	96.6260376	96.77406311	96.9061203	97.64688873	97.25911713	97.58836365	97.2113266	96.44541931	96.59967041	97.67471313	97.8380127	97.95027924	98.29210663	98.50238037	98.75003815	98.13179016	98.170578	98.9553299	98.13014984	98.12071228	
"Hong Kong SAR, China"	HKG											106.3270721	101.7245178	100.7518997	99.74542236	103.1189804	102.9529724																											99.04419708	97.02873993	100.2213974	102.1652298	101.2247086	100.6981812	
Honduras	HND											47.1894989		51.67414093		56.3362999							59.31074905	69.16594696	71.53881073	73.04582214	68.41806793	73.47737885	73.28404236	67.8227005					79.43318176		80.32614136	86.4536972		86.36083984	88.35797119	92.78649139	94.75138092	93.84786224	86.41349792	81.53816986		83.93665314	85.56419373	
