Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Iceland,ISL,,,0.990580022,0.990270019,0.984860003,0.989639997,,1.006850004,1.017860055,1.02583003,1.024009943,1.022959948,1.02354002,1.001710057,0.99594003,1.00691998,1.029129982,1.01888001,1.017529964,1.011620045,1.004649997,0.997529984,1.018159986,1.014430046,1.003790021,1.001019955,,
Israel,ISR,1.040420055,1.025490046,1.02699995,1.018810034,,,,,0.990589976,0.995140016,0.99563998,0.991550028,0.987789989,0.999100029,0.999970019,1.002629995,1.006510019,1.011520028,1.012910008,1.013569951,1.012019992,1.012040019,1.010800004,1.009269953,1.008229971,1.012920022,1.012709975,
Italy,ITA,0.997430027,0.998290002,1.008839965,1.012590051,0.992460012,0.996089995,0.998210013,0.992879987,0.994090021,0.976800025,0.983829975,0.971809983,0.981350005,0.994310021,0.991710007,0.990509987,0.989260018,0.988669991,0.989199996,0.987450004,0.983579993,0.983799994,0.984740019,0.982990026,0.98299998,0.98822999,,
Jamaica,JAM,1.034479976,,1.009019971,,,,,,1.007359982,1.008999944,1.005030036,1.012639999,1.016759992,1.020760059,,,,,,,,,,,,,,
Jordan,JOR,1.015879989,1.038349986,1.040439963,1.037590027,,1.025949955,,,1.026880026,1.026610017,,1.021679997,1.022300005,1.018390059,,,,,,,,,,,,,,
Japan,JPN,1.011029959,1.011590004,1.014539957,1.011100054,1.010740042,,,,,,,,,,,,,,,,,,1.005669951,1.005470037,1.00462997,1.005259991,,
Kazakhstan,KAZ,,,1.055140018,,,,1.079820037,1.04479003,1.006440043,1.034989953,,,,,,0.996890008,,,,1.005190015,1.006229997,1.007840037,1.013059974,1.015619993,1.021180034,1.016260028,1.012300014,1.011929989
Kenya,KEN,,,,,,,,,0.966610014,0.975499988,0.967819989,0.950699985,0.971180022,0.940410018,0.958400011,0.960709989,0.952099979,0.959519982,0.955060005,,,,,,,,,
Kyrgyz Republic,KGZ,,1.029229999,,,,,,,1.012199998,1.014310002,0.995440006,0.997150004,1.002959967,1.002719998,0.995899975,0.995980024,0.996720016,,1.030040026,0.994419992,0.999059975,0.994579971,1.001109958,1.001649976,1.006440043,0.996159971,0.996959984,
Cambodia,KHM,,,,,,,,0.789420009,0.810949981,0.818300009,0.835860014,0.848779976,0.860019982,0.876290023,,0.899580002,0.903720021,0.914849997,,,,,,,,,,
Kiribati,KIR,1.022670031,1.022909999,,,1.05637002,1.058429956,,1.02918005,1.072149992,1.06427002,1.090149999,1.075940013,1.072870016,1.098999977,1.068869948,1.069169998,1.087170005,1.069489956,,,,,,,,,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,0.988009989,0.991840005,0.997690022,0.997399986,1.012199998,1.015329957,1.010439992,1.011669993,1.010120034,1.009860039,1.010480046,1.010139942,1.009920001,1.009490013,1.00751996,1.002329946,0.999800026,0.999409974,0.998570025,0.997669995,0.997340024,0.998950005,1.000710011,1.001970053,1.002760053,1.001549959,,
Kuwait,KWT,,0.994809985,1.007410049,1.019299984,1.043869972,1.022869945,1.016630054,1.013440013,1.00364995,1.019000053,1.038010001,,1.062280059,1.070860028,1.067819953,1.040030003,1.015079975,1.026669979,1.015580058,1.006119967,0.987269998,1.041749954,1.042880058,1.050529957,1.060940027,,,
Latin America & Caribbean (excluding high income),LAC,1.01880002,1.017879963,1.016469955,1.014590025,1.013380051,1.009130001,1.010800004,1.010660052,1.011080027,1.014870048,1.011459947,1.011739969,1.022040009,1.021049976,1.019819975,1.020220041,1.027750015,1.026600003,1.027950048,1.021630049,1.020429969,1.021270037,1.020499945,1.021929979,1.017500043,1.019189954,1.014050007,
Lao PDR,LAO,,0.77135998,0.762740016,0.763090014,0.777769983,0.781350017,0.787129998,0.797529995,0.81020999,0.811460018,0.816699982,0.819899976,0.825089991,0.832560003,0.835309982,0.844619989,0.853349984,0.865610003,0.878400028,0.890259981,0.901120007,0.912880003,0.922590017,0.934759974,0.943910003,0.945969999,0.950559974,
Lebanon,LBN,,1.047099948,,1.049289942,1.068179965,1.058959961,1.048499942,1.04685998,1.044360042,1.042840004,1.045699954,1.006610036,0.980419993,0.964810014,0.954439998,0.947139978,0.956849992,0.955709994,0.958909988,0.957729995,0.950269997,0.952509999,0.950749993,0.950380027,0.944850028,0.949890018,0.948230028,
Liberia,LBR,,,,,,,,,0.72536999,0.733810008,,,,,,,,,,,0.888909996,,,0.882470012,0.869710028,0.882089972,,
Libya,LBY,,,,,,,,,,,,1.03429997,1.018350005,,1.084669948,1.060099959,,,,,,,,,,,,
St. Lucia,LCA,1.029600024,1.044149995,1.067980051,,,,1.009019971,,1.034559965,1.064110041,1.042580009,1.06111002,1.034060001,0.952979982,1.029150009,1.005460024,1.012490034,,,,,,,,,,,
Latin America & Caribbean,LCN,1.018219948,1.017609954,1.016720057,1.015009999,1.01402998,1.010400057,1.012040019,1.011309981,1.012400031,1.015120029,1.012179971,1.012330055,1.021610022,1.020750046,1.019930005,1.020910025,1.027609944,1.027119994,1.028300047,1.022210002,1.021460056,1.021989942,1.020709991,1.022009969,1.017809987,1.018790007,1.014219999,
Least developed countries: UN classification,LDC,0.75424999,0.761089981,0.767449975,0.773100019,0.776839972,0.781830013,0.792379975,0.801150024,0.819859982,0.831359982,0.837849975,0.844309986,0.85096997,0.843050003,0.864610016,0.874119997,0.880490005,0.890359998,0.895449996,0.907199979,0.908969998,0.915030003,0.919629991,0.925320029,0.937380016,0.939239979,0.943639994,
Low income,LIC,0.744599998,0.747420013,0.750329971,0.750010014,0.748660028,0.746159971,0.752560019,0.754029989,0.769580007,0.777989984,0.784229994,0.790390015,0.800520003,0.798089981,0.822210014,0.835520029,0.84525001,0.856050014,0.866949975,0.87766999,0.887170017,0.893790007,0.900210023,0.903069973,0.912469983,0.915570021,0.917900026,
Liechtenstein,LIE,,,,,,,,,,,,,0.924030006,0.926190019,,0.935419977,0.924090028,0.906329989,0.921230018,0.88459003,0.892910004,0.912580013,,0.871039987,0.850310028,0.84750998,,
Sri Lanka,LKA,1.026600003,1.026710033,1.029289961,1.03670001,1.028640032,,,,,,,,,,,,,,,0.997189999,0.995500028,1.017930031,1.017210007,,,1.011600018,1.024850011,
Lower middle income,LMC,0.787020028,0.794629991,0.804350019,0.813539982,0.816789985,0.821340024,0.833660007,0.842630029,0.853429973,0.858550012,0.865689993,0.874769986,0.916599989,0.916170001,0.921370029,0.927990019,0.935329974,0.950039983,0.962490022,0.96679002,0.970459998,0.976970017,1.004999995,1.006940007,1.009379983,1.020539999,1.021669984,
Low & middle income,LMY,0.845939994,0.85273999,0.858460009,0.866949975,0.87221998,0.876860023,0.884410024,0.891560018,0.899290025,0.903140008,0.907010019,0.910539985,0.930939972,0.932399988,0.938269973,0.943040013,0.948230028,0.956449986,0.964630008,0.964320004,0.967369974,0.971939981,0.988780022,0.991330028,0.992110014,0.999159992,0.999490023,
Lesotho,LSO,1.282770038,1.264619946,1.244899988,1.225200057,,1.188789964,1.165400028,1.162889957,1.137949944,1.089319944,1.065449953,1.061100006,1.058269978,1.047930002,1.04787004,1.047350049,1.053879976,1.060009956,1.076760054,1.066619992,1.060070038,1.062759995,1.060009956,1.059800029,1.056509972,1.054909945,1.057639956,
Late-demographic dividend,LTE,0.925689995,0.934759974,0.937929988,0.949349999,0.956920028,0.962140024,0.964820027,0.970659971,0.97420001,0.978500009,0.980359972,0.97943002,0.981930017,0.988430023,0.99278003,0.995809972,0.999059975,1.001670003,1.006489992,0.995249987,0.997169971,1.001620054,1.006510019,1.010779977,1.006929994,1.008219957,1.007830024,
Lithuania,LTU,,,0.963919997,,1.017889977,1.011729956,1.005869985,0.998109996,0.996360004,0.992659986,0.990939975,0.982990026,0.978839993,0.991180003,0.993330002,0.993830025,0.995809972,0.997569978,0.996159971,0.984200001,0.977479994,0.971800029,0.966830015,0.969309986,0.970130026,0.968819976,,
Luxembourg,LUX,,,,,,,,,1.028699994,1.034809947,1.030930042,1.028130054,1.025679946,1.023720026,1.027590036,1.021460056,1.016389966,1.01789999,,1.020920038,1.026489973,1.021010041,1.017660022,1.015030026,1.021450043,1.016100049,,
Latvia,LVA,0.997699976,1.019860029,1.016849995,1.044659972,1.036299944,1.037129998,1.033810019,1.017230034,1.014490008,1.012210011,1.002609968,0.99259001,0.984839976,0.98615998,0.990249991,0.994560003,0.999939978,0.996469975,0.991609991,0.984120011,0.977479994,0.981029987,0.980440021,0.985790014,0.990239978,0.993120015,0.996100008,
"Macao SAR, China",MAC,,0.994279981,0.99612999,,,,,,0.998619974,0.997250021,1.002699971,0.977140009,0.959919989,0.937290013,0.931770027,0.942059994,0.945930004,0.959010005,0.973580003,0.972720027,0.970589995,0.977590024,0.979939997,0.981480002,0.984910011,0.991620004,0.995509982,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,0.70085001,0.704819977,0.714720011,0.726840019,0.740369976,0.750850022,0.761910021,0.780300021,0.808049977,0.831629992,0.854229987,0.867999971,0.879719973,0.883809984,0.886500001,0.889829993,0.895089984,0.898370028,0.905219972,0.912580013,0.913779974,0.913049996,,,,,0.927450001,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,1.053130031,1.053439975,1.059329987,1.056239963,1.020439982,,,,0.987309992,1.00996995,1.014790058,1.016720057,1.021329999,1.029569983,1.024500012,1.027070045,1.016829967,1.013870001,1.011379957,1.014610052,1.011489987,1.010329962,1.00849998,1.006530046,1.001209974,0.997619987,0.994570017,
Madagascar,MDG,,,,,,,,,,,,,,,0.956520021,0.958639979,0.963569999,0.963970006,0.968010008,,0.97112,0.976050019,,0.989859998,0.993749976,0.996739984,,
Maldives,MDV,,,,0.990390003,0.994390011,0.987730026,0.994000018,0.999260008,1.002990007,1.011340022,1.014430046,1.030449986,1.020179987,1.024500012,,,,,,,,,,,,,,
Middle East & North Africa,MEA,0.814939976,0.828570008,0.837970018,0.842639983,0.856670022,0.847239971,0.869490027,0.879410028,0.890380025,0.899389982,0.907429993,0.913020015,0.919369996,0.92513001,0.930339992,0.93453002,0.943610013,0.94234997,0.942279994,0.943090022,0.940919995,0.94611001,0.949670017,0.952669978,0.955869973,0.955259979,0.95480001,
Mexico,MEX,0.975390017,0.966319978,0.973879993,0.975459993,0.980549991,0.979210019,0.981169999,0.988499999,0.997560024,1.005740047,1.012959957,1.020709991,1.031020045,1.026900053,1.025580049,1.027430058,1.027950048,1.030249953,1.032680035,1.031960011,1.031110048,1.032060027,1.029629946,1.031710029,1.038239956,1.044029951,1.046049953,
Marshall Islands,MHL,,,,,,,,,1.019009948,,,0.97586,1.04223001,0.987190008,1.149449944,1.001889944,0.990170002,1.031820059,1.013290048,,,,,,1.038560033,1.04858005,,
Middle income,MIC,0.854529977,0.861660004,0.867680013,0.877080023,0.883239985,0.888670027,0.896879971,0.904980004,0.912240028,0.916149974,0.920480013,0.924610019,0.94690001,0.949429989,0.953779995,0.958150029,0.963349998,0.971970022,0.980350018,0.978779972,0.981230021,0.985840023,1.004670024,1.007580042,1.007130027,1.015100002,1.015319943,
North Macedonia,MKD,,,0.985599995,0.988690019,0.988780022,0.981859982,0.980790019,0.973770022,0.974900007,0.973039985,0.975319982,0.98052001,0.977190018,0.974139988,0.972299993,,0.966109991,0.962930024,0.966949999,0.976599991,,0.982789993,0.978860021,0.976740003,0.988179982,,,
Mali,MLI,0.585489988,0.572780013,0.597859979,0.610920012,0.646749973,0.638530016,0.633109987,0.665740013,0.678129971,0.703760028,,,0.712300003,0.734160006,0.745739996,0.758830011,0.778299987,0.782509983,0.790740013,0.807290018,0.818239987,,,0.839339972,0.864260018,0.838020027,0.868229985,
Malta,MLT,0.951200008,0.947229981,0.949859977,0.938399971,0.94946003,1.000759959,0.983739972,0.990819991,0.967159986,0.991479993,0.973839998,0.986590028,0.990379989,0.96201998,0.966880023,0.988129973,0.974049985,0.980849981,,0.937189996,1.006960034,1.015159965,1.021970034,1.033179998,1.048769951,1.040159941,,
Myanmar,MMR,0.941850007,0.945959985,0.9454,0.951300025,,,,,0.970510006,0.996190012,0.964100003,0.96754998,0.970570028,0.969150007,0.989329994,0.984969974,,,0.994329989,1.01098001,,,,0.991970003,,1.020110011,1.007410049,
Middle East & North Africa (excluding high income),MNA,0.811360002,0.825469971,0.834469974,0.838649988,0.853049994,0.841859996,0.865540028,0.875919998,0.887499988,0.896350026,0.903500021,0.909009993,0.915059984,0.919950008,0.924109995,0.929050028,0.939390004,0.938440025,0.939610004,0.941039979,0.939769983,0.944400012,0.949829996,0.95648998,0.958419979,0.959320009,0.958100021,
Montenegro,MNE,,,,,,,,,,,,,1.007050037,1.008900046,1.016829967,1.011839986,1.006639957,1.088320017,1.001459956,1.003720045,1.00327003,1.008909941,,,0.99425,0.988110006,0.991370022,
Mongolia,MNG,1.061640024,,1.151720047,1.19212997,1.195690036,1.177559972,1.165820003,1.15455997,1.124830008,1.116750002,1.113540053,1.104859948,1.080989957,1.063949943,1.061339974,1.054929972,,,1.032619953,1.024170041,,,,,,,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,0.708140016,0.712580025,0.701740026,0.687569976,0.68572998,,,,0.728550017,0.743110001,0.759840012,0.77846998,,0.818180025,0.82852,0.845000029,0.852240026,0.86293,0.879989982,0.886590004,0.897849977,0.903729975,0.908720016,0.914579988,0.915369987,,0.925830007,
Mauritania,MRT,0.697099984,0.729849994,0.764639974,0.788420022,0.797100008,0.808369994,0.850319982,0.90783,0.926190019,0.928110003,0.924170017,0.944369972,0.964730024,0.979569972,1.001189947,0.98822999,,1.012030005,1.006929994,1.008090019,1.010450006,1.002779961,1.020910025,1.020849943,1.020820022,1.039289951,1.030609965,
Mauritius,MUS,,,,,,1.01572001,,1.005169988,0.992630005,0.980929971,0.985459983,0.998619974,0.99496001,0.989539981,0.986919999,1.014170051,1.014780045,1.014899969,1.022969961,1.025820017,1.02760005,1.028409958,1.023069978,1.01928997,1.032019973,1.034250021,1.048069954,
Malawi,MWI,0.818790019,,0.885770023,0.917710006,0.879339993,0.879630029,,,0.89775002,0.917259991,0.922320008,0.922730029,,0.974960029,0.974940002,0.986660004,0.98439002,0.979889989,0.985790014,0.998440027,1.002009988,0.997169971,0.995580018,0.997150004,1.000609994,1.001080036,1.014709949,
Malaysia,MYS,1.016260028,1.023380041,1.025699973,1.031700015,1.033040047,,,1.03452003,1.025060058,1.037709951,1.036030054,1.040470004,1.055230021,1.054669976,1.043599963,1.039600015,1.037520051,1.039499998,1.038339972,1.037940025,1.043449998,1.028100014,1.032899976,1.039700031,1.039540052,1.033360004,1.029090047,
North America,NAC,0.998170018,0.993189991,0.989149988,0.991410017,1.000689983,0.993700027,1.010409951,1.027809978,1.023689985,1.000409961,1.00711,1.001060009,1.001729965,1.005859971,1.002060056,1.000180006,1.001530051,0.998629987,1.007809997,0.999779999,1.003239989,0.99563998,0.997870028,1.004539967,1.005280018,0.997250021,0.998539984,
Namibia,NAM,1.05934,1.05072999,1.04155004,1.033300042,1.025099993,1.024590015,1.02681005,1.027480006,1.023390055,1.021999955,1.024279952,1.022310019,1.01899004,1.022019982,1.020169973,1.02541995,1.021679997,,,,,,,,,,,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,0.521669984,0.538640022,0.558070004,,,0.59819001,0.609399974,0.620379984,0.633490026,0.639769971,0.647199988,0.650539994,0.662660003,0.668250024,0.684930027,0.693650007,0.702189982,0.730849981,0.743409991,0.773220003,0.779950023,0.793730021,0.797619998,0.81032002,0.811640024,0.821389973,0.833100021,
Nigeria,NGA,,,,,,,,,0.823350012,0.815140009,0.827269971,0.811569989,,0.828040004,0.839649975,0.849080026,0.855589986,0.873019993,0.887929976,0.897159994,0.908079982,0.954299986,0.952499986,0.95678997,,0.930490017,,
Nicaragua,NIC,,,,,,,,1.078099966,1.067070007,1.068120003,1.067059994,1.053159952,,1.040089965,1.038339972,1.038149953,1.042150021,1.042449951,,1.035349965,,,,,,,,
Netherlands,NLD,0.970239997,0.970309973,0.986549973,0.954429984,0.963039994,0.960449994,0.968330026,0.970920026,0.96548003,0.967909992,0.973420024,0.975520015,0.981230021,0.979640007,0.978879988,0.980390012,0.981069982,0.983169973,0.986419976,0.991240025,0.993319988,0.990760028,,,1.00880003,1.009699941,,
Norway,NOR,1.017359972,1.007969975,0.988240004,0.985390007,0.972350001,0.972379982,0.98089999,1.002959967,1.010149956,1.012949944,1.011399984,1.011039972,1.009789944,1.014709949,1.006229997,1.001479983,0.994409978,0.990429997,0.989859998,0.993070006,0.994620025,0.994310021,0.983359993,0.982089996,0.98536998,0.98536998,0.977429986,
Nepal,NPL,0.580640018,0.610949993,0.626209974,0.651750028,0.669740021,0.692359984,,,0.723219991,0.74022001,0.772469997,0.788269997,0.814260006,,0.869499981,0.910090029,0.939469993,0.956369996,0.965139985,1.010619998,1.032279968,1.051210046,1.060140014,1.070680022,1.077849984,1.078420043,1.086089969,
Nauru,NRU,,,,,,,,,,1.24811995,1.025470018,1.016420007,1.014580011,1.053460002,1.065400004,1.055080056,1.085870028,1.119639993,,,,1.005069971,,0.96073997,,1.023409963,,
New Zealand,NZL,0.996760011,0.99109,0.997870028,1.011710048,0.989939988,1.026450038,1.023200035,1.030099988,1.027660012,1.033220053,,1.059980035,1.055220008,1.029870033,1.029739976,1.023100019,1.013440013,1.026540041,1.017840028,1.028470039,1.035940051,1.037999988,1.042000055,1.038120031,1.035899997,1.037819982,1.037590027,
OECD members,OED,0.986039996,0.985080004,0.984130025,0.983240008,0.986100018,0.985430002,0.989849985,0.994819999,0.994260013,0.990230024,0.992619991,0.990769982,0.992600024,0.995609999,0.996299982,0.995869994,0.996609986,0.997189999,0.999949992,0.997290015,0.998030007,0.997060001,1.000609994,1.002779961,1.003319979,1.005089998,1.005460024,
Oman,OMN,0.887740016,0.911029994,0.939719975,0.963029981,0.971840024,0.957310021,0.985430002,0.990490019,0.988520026,0.978550017,0.980970025,0.967899978,0.959959984,,0.975730002,0.993560016,0.992020011,0.984640002,0.957149982,,0.985620022,0.995720029,1.036620021,,1.013100028,0.987959981,1.001899958,
Other small states,OSS,0.982969999,0.986469984,0.982429981,0.978559971,0.971289992,0.971249998,0.966610014,0.963460028,0.961459994,0.961210012,0.962660015,0.961030006,0.964749992,0.962800026,0.964969993,0.973039985,0.977199972,0.983879983,0.985270023,0.983169973,0.978690028,0.98864001,0.992340028,0.992609978,0.991029978,0.990679979,0.994130015,
Pakistan,PAK,,,,,,,,,,,,,,,,0.783630013,0.804470003,0.81020999,0.829029977,0.820290029,0.815919995,0.815900028,0.812979996,0.828360021,0.831130028,0.838159978,0.844619989,
Panama,PAN,,,,,,,,,1.006780028,1.003569961,1.006119967,1.003389955,,1.005660057,1.003399968,1.008149981,1.004469991,1.004840016,1.006029963,1.000090003,1.008919954,,1.007940054,1.015020013,1.006860018,1.002220035,,
Peru,PER,0.959259987,,,,0.960259974,,,0.970719993,0.972379982,0.970160007,0.972880006,0.973670006,0.978559971,0.994889975,0.997240007,1.001909971,1.004089952,1.008059978,1.00327003,1.008209944,1.003340006,0.99022001,0.997179985,0.999149978,1.000419974,1.000609994,0.999660015,1.001000047
Philippines,PHL,,,,,,,,1.024039984,1.028789997,,1.030369997,1.026370049,1.024729967,1.025529981,1.030079961,1.027840018,1.023419976,1.021440029,1.018260002,,,,,1.017130017,1.008829951,1.009989977,,
Palau,PLW,,,,,,,,,,,,,,0.997240007,,,,,,,,,1.002679944,1.006080031,,,,
Papua New Guinea,PNG,0.820169985,0.820890009,0.83555001,0.833959997,0.844910026,,,0.836759984,,,,,,,,,,,,,,0.851149976,,,,0.856809974,,
Poland,POL,1.006960034,1.003669977,0.993219972,0.993520021,0.998179972,0.997489989,0.990079999,0.989950001,0.988330007,0.985620022,0.983650029,0.980719984,0.975679994,1.004480004,0.994120002,0.99022001,0.991530001,0.993650019,0.994430006,0.993709981,0.994710028,0.996479988,0.982460022,0.98198998,0.98676002,0.990909994,,
Pre-demographic dividend,PRE,0.778659999,0.779990017,0.779410005,0.783680022,0.786279976,0.790369987,0.793950021,0.792309999,0.800599992,0.803470016,0.80716002,0.804009974,0.817380011,0.809740007,0.82652998,0.83397001,0.838569999,0.847890019,0.85631001,0.863269985,0.865270019,0.881060004,0.889389992,0.893490016,0.903289974,0.901679993,0.904129982,
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,1.030889988,1.044129968,1.038149953,1.060420036,1.040560007,1.039129972,1.042289972,1.047700047,,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,1.007740021,,,
Portugal,PRT,1.027619958,,1.040789962,1.016780019,1.015380025,1.021219969,,1.016899943,1.018599987,1.010969996,1.019690037,1.005399942,1.017549992,1.019619942,1.019250035,1.013360023,1.005110025,0.997749984,1.003069997,0.998440027,0.994719982,0.985279977,0.975889981,0.968180001,0.96687001,0.970009983,,
Paraguay,PRY,0.981280029,,0.983969986,0.983080029,0.991869986,0.990469992,0.992630005,0.989660025,0.985029995,0.984539986,0.982749999,0.981090009,0.982569993,0.986720026,0.990949988,0.994229972,0.99466002,0.997739971,0.999729991,0.998030007,1.001610041,1.009320021,,,,,,
West Bank and Gaza,PSE,,,,,0.97359997,0.981570005,0.995180011,,1.012120008,1.022809982,1.036689997,1.030670047,1.028270006,1.026260018,1.025640011,1.036900043,1.039630055,1.042960048,1.042060018,1.042760015,1.059679985,1.052109957,1.060889959,1.056980014,1.059569955,1.061380029,1.057510018,
Pacific island small states,PSS,0.975579977,0.980009973,0.980989993,0.985549986,0.98921001,0.989639997,0.990170002,0.998749971,1.006119967,1.009549975,1.005049944,1.006760001,1.002930045,0.999679983,1.005959988,1.004909992,0.997250021,1.002820015,1.010740042,1.009089947,1.01196003,1.022189975,1.024999976,,,,,
Post-demographic dividend,PST,1.005920053,1.006070018,1.004040003,1.001549959,1.004780054,1.003209949,1.008470058,1.014109969,1.012799978,1.003970027,1.006340027,1.003379941,1.003669977,1.003329992,0.999530017,0.999779999,0.999859989,0.997799993,0.999289989,0.995549977,0.996469975,0.993610024,0.998049974,1.000239968,0.999899983,1.001000047,1.001150012,
French Polynesia,PYF,1.048740029,1.06001997,1.096349955,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,1.039280057,1.038570046,1.034839988,1.001819968,0.986410022,0.992609978,,0.981230021,1.026309967,1.034019947,1.063940048,1.003589988,0.957989991,0.921130002,0.95381999,1.03689003,1.11492002,1.124950051,1.090039968,1.024340034,0.956770003,1.178599954,1.244650006,1.182909966,1.118929982,1.069409966,1.10157001,
Romania,ROU,0.996590018,1.003299952,0.99770999,1.015669942,1.017249942,1.011610031,1.001029968,1.008370042,1.010609984,1.011350036,1.010100007,1.011000037,1.01098001,1.009060025,1.008479953,1.004109979,0.997370005,0.992959976,0.994480014,0.989589989,0.985650003,0.985310018,,,0.99040997,0.990390003,,
Russian Federation,RUS,,,,1.015079975,,,,,,,,,0.999310017,,0.993110001,0.991209984,0.988070011,0.985140026,0.990779996,,0.991919994,0.991630018,0.993070006,0.990239978,0.99040997,0.993070006,,
Rwanda,RWA,0.958239973,0.947600007,,,,,,,0.958389997,0.941839993,0.964959979,0.976620018,0.979300022,0.997189999,1.00583005,1.022009969,1.003409982,1.001929998,1.003479958,1.010650039,1.023180008,1.026360035,1.030689955,1.036170006,1.024979949,1.013929963,1.013059974,
South Asia,SAS,0.693189979,0.703390002,0.723519981,0.736280024,0.740530014,0.749499977,0.762849987,0.77561003,0.787810028,0.795159996,0.804620028,0.822820008,0.891889989,0.886449993,0.90101999,0.909080029,0.920769989,0.941600025,0.960699975,0.963159978,0.973500013,0.97815001,1.027889967,1.028869987,1.030990005,1.050500035,1.053349972,
Saudi Arabia,SAU,,,,,,,,,,,,,,,0.964349985,,,,0.93118,,,,0.898620009,0.870920002,,,,
Sudan,SDN,,,,,,,,,,,0.836049974,0.875760019,0.874310017,0.875850022,0.892350018,0.889490008,0.860469997,0.877550006,0.8847,0.889100015,0.894909978,0.897759974,0.912930012,0.920920014,0.937820017,0.949599981,0.965910017,
Senegal,SEN,,0.697340012,,,,0.75553,0.772499979,0.793839991,0.786329985,0.820729971,0.838140011,0.851629972,,0.895280004,0.909969985,0.926389992,,0.955340028,,0.996010005,1.049379945,1.050480008,1.062250018,1.073549986,,,1.134189963,
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,0.995180011,,
Solomon Islands,SLB,0.816980004,0.816820025,0.818970025,0.837870002,,,,,0.882679999,0.88985002,,0.900709987,,,0.916970015,0.921169996,0.92031002,,,0.942200005,0.957750022,0.972720027,,,,,,
Sierra Leone,SLE,0.658490002,,,,,,,,,,0.701489985,,,,,,,,,,0.886179984,0.943099976,0.95539999,,0.968200028,0.97845,0.995519996,
El Salvador,SLV,1.006229997,1.000049949,0.995000005,,,,,0.95806998,0.948140025,0.949959993,0.957910001,0.951080024,0.966589987,0.970210016,0.97250998,0.976859987,1.001009941,0.975769997,0.97262001,0.966139972,0.962840021,0.96341002,0.970420003,0.97706002,0.978420019,0.97608,0.976429999,
San Marino,SMR,,,,,,,,,,,,,,,,,,,1.026460052,1.063959956,1.003110051,1.01075995,,,,,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,,1.003900051,1.010769963,1.011199951,1.016450047,1.023820043,1.021000028,1.021610022,1.024389982,1.018980026,1.017519951,1.014330029,1.011819959,1.016790032,1.019150019,1.018419981,1.016160011,1.008820057,1.008100033,1.005480051,
Sub-Saharan Africa (excluding high income),SSA,0.82081002,0.827059984,0.827939987,0.829670012,0.829670012,0.833769977,0.834309995,0.832239985,0.839250028,0.83938998,0.843429983,0.838209987,0.845350027,0.850220025,0.858730018,0.867429972,0.872399986,0.881789982,0.890160024,0.896579981,0.896790028,0.911490023,0.919550002,0.924459994,0.92997998,0.931490004,0.933939993,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,0.647279978,,,,0.685739994,,,
Sub-Saharan Africa,SSF,0.820850015,0.827090025,0.827970028,0.829699993,0.829699993,0.833800018,0.834339976,0.832260013,0.839280009,0.839420021,0.843460023,0.838230014,0.845369995,0.850239992,0.858749986,0.867449999,0.872420013,0.881810009,0.890179992,0.896600008,0.896799982,0.911499977,0.919550002,0.924470007,0.929989994,0.931500018,0.933939993,
Small states,SST,0.991900027,0.992950022,0.988940001,0.987339973,0.982569993,0.983640015,0.980579972,0.977110028,0.975899994,0.975750029,0.975769997,0.976610005,0.978280008,0.976209998,0.978730023,0.984910011,0.987380028,0.992429972,0.992280006,0.992900014,0.990239978,0.998749971,1.000270009,1.000769973,1.001590014,0.998239994,1.001009941,
Sao Tome and Principe,STP,,,,,,,,,,,,,0.989690006,0.976440012,0.980539978,,1.004529953,0.992240012,1.025290012,0.996710002,1.009170055,1.011319995,1.013399959,1.006299973,1.011399984,1.019500017,1.03489995,
Suriname,SUR,1.074579954,1.06377995,1.028499961,,,,,,,,1.066519976,1.133679986,,,1.112210035,1.126569986,1.12330997,1.110620022,1.087260008,1.101160049,1.128690004,1.128790021,1.141589999,1.151340008,1.130599976,,,
Slovak Republic,SVK,,,1.022889972,1.023059964,1.031820059,1.021900058,1.01978004,1.010990024,1.010249972,1.008380055,1.006719947,1.005470037,1.001749992,1.00601995,1.003810048,1.003749967,1.004580021,1.005669951,1.007410049,1.00564003,1.002979994,1.001230001,1.007609963,1.005159974,1.004770041,1.003399968,,
